"card","Month","Year","catchmentName","fragmentNumber","fragmentName","Catch No","m","y","catchname","catch","locality","time","org","map","east","north","altitude","penet","fishmeth","effort","pass","spcode","abund","number","minl","maxl","nzreach","abundnumber","aldfor","ameneb","angaus","angdie","angrei","anguil","caraur","chefos","cteide","cypcar","echauc","echone","galano","galarg","galaxi","galbre","galcob","galdep","galdiv","galeld","galfas","galgol","galgra","galmac","galmar","galpau","galpos","galpro","galpul","galspd","galspn","galspp","galsps","galspt","galvul","gamaff","geoaus","gobalp","gobbas","gobbre","gobcot","gobgob","gobhub","gobhut","gobiom","graham","hypmol","hyrmen","leuidu","marine","mugcep","mugil","neoapo","neobur","neodiv","neohel","neorek","nospec","oncmyk","oncner","onctsh","parane","parcur","parmar","perflu","poelat","poeret","prooxy","retret","rholep","rhombo","rhoret","salfon","salmo","salsal","saltru","scaery","stoani","tintin"
"117923","7","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1405","uoc","L36","2427253","5739243","170","71","tfu","","","galvul","","1","","","13046756","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117924","7","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1420","uoc","L36","2428763","5738407","170","71","tfu","","","neobur","","6","","","13046756","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","",""
"117925","7","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1440","uoc","L36","2429587","5737216","170","71","tfu","","","neobur","","16","","","13046756","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","",""
"117926","7","2017","Selwyn River","1491038","Hororata River tributary 4","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1455","uoc","L36","2430895","5737215","151","68","tfu","","","neobur","","8","","","13047582","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","",""
"117927","7","2017","Selwyn River","1491038","Hororata River tributary 4","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1505","uoc","L36","2430670","5736642","148","68","tfu","","","neobur","","20","","","13048015","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","",""
"117928","7","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1545","uoc","L36","2424377","5750631","288","91","tfu","","","gobbre","","5","","","13043683","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117928","7","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1545","uoc","L36","2424377","5750631","288","91","tfu","","","neobur","n","0","","","13043683","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117929","7","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1530","uoc","L36","2424703","5750865","280","90","tfu","","","neobur","","1","","","13043606","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117929","7","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1530","uoc","L36","2424703","5750865","280","90","tfu","","","gobbre","","1","","","13043606","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117930","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","0930","uoc","L36","2423152","5753054","328","97","tfu","","","gobbre","","5","","","13042847","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117930","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","0930","uoc","L36","2423152","5753054","328","97","tfu","","","neobur","n","0","","","13042847","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117931","7","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1010","uoc","L36","2424759","5753669","304","95","tfu","","","neobur","","1","","","13042591","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117931","7","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1010","uoc","L36","2424759","5753669","304","95","tfu","","","gobbre","","1","","","13042591","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117931","7","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1010","uoc","L36","2424759","5753669","304","95","tfu","","","galvul","","1","","","13042591","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117932","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River oxbow","1100","uoc","L36","2426315","5753661","281","93","tfu","","","neobur","","22","","","13042618","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","1","","","13069015","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","35","","","13069015","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","2","","","13069015","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","3","","","13069015","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","1","","","13069015","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","2","","","13069015","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","2","","","13069015","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117976","8","2019","Waihao River","1491122","Buchanans Creek","709.02","8","2019","Waihao River","709.020","Buchanans Creek","1030","docc","J40","2361512","5601386","10","6","tfu","","","neobur","","29","","","13069015","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","",""
